Mh	DMP	CrossSection_fb	 	~h-->N1,e1,~h1	~h-->N2,e2,~h1	~h-->N3,e3,~h1	~h+->n1,E1,~h1	~h+->n2,E2,~h1	~h+->n3,E3,~h1	totalWidth	brh2	brhp	brhm	cs_total
180	70	2.213200e+01	8.048800e-02	8.109500e-02	8.133100e-02	NaN	NaN	NaN	NaN	NaN	NaN	2.429140e-01	1.000000e+00	NaN	NaN	2.213200e+01
180	80	1.988200e+01	1.005700e-01	1.003800e-01	1.004000e-01	NaN	NaN	NaN	NaN	NaN	NaN	3.013500e-01	1.000000e+00	NaN	NaN	1.988200e+01
180	90	1.794300e+01	1.223500e-01	1.222800e-01	1.209500e-01	NaN	NaN	NaN	NaN	NaN	NaN	3.655800e-01	1.000000e+00	NaN	NaN	1.794300e+01
190	10	4.452900e+01	7.941300e-03	7.962900e-03	7.952500e-03	NaN	NaN	NaN	NaN	NaN	NaN	2.385670e-02	1.000000e+00	NaN	NaN	4.452900e+01
190	100	1.621300e+01	1.439300e-01	1.444000e-01	1.452400e-01	NaN	NaN	NaN	NaN	NaN	NaN	4.335700e-01	1.000000e+00	NaN	NaN	1.621300e+01
190	110	1.467600e+01	1.706700e-01	1.704000e-01	1.690000e-01	NaN	NaN	NaN	NaN	NaN	NaN	5.100700e-01	1.000000e+00	NaN	NaN	1.467600e+01
190	120	1.330100e+01	1.988900e-01	1.993100e-01	1.983900e-01	NaN	NaN	NaN	NaN	NaN	NaN	5.965900e-01	1.000000e+00	NaN	NaN	1.330100e+01
190	20	3.939700e+01	1.531200e-02	1.533800e-02	1.529900e-02	NaN	NaN	NaN	NaN	NaN	NaN	4.594900e-02	1.000000e+00	NaN	NaN	3.939700e+01
190	30	3.484600e+01	2.475500e-02	2.466100e-02	2.437100e-02	NaN	NaN	NaN	NaN	NaN	NaN	7.378700e-02	1.000000e+00	NaN	NaN	3.484600e+01
190	40	3.093700e+01	3.601800e-02	3.591300e-02	3.595600e-02	NaN	NaN	NaN	NaN	NaN	NaN	1.078870e-01	1.000000e+00	NaN	NaN	3.093700e+01
190	50	2.762800e+01	4.901700e-02	4.941600e-02	4.877300e-02	NaN	NaN	NaN	NaN	NaN	NaN	1.472060e-01	1.000000e+00	NaN	NaN	2.762800e+01
190	60	2.467300e+01	6.402000e-02	6.407900e-02	6.370100e-02	NaN	NaN	NaN	NaN	NaN	NaN	1.918000e-01	1.000000e+00	NaN	NaN	2.467300e+01
190	70	2.215200e+01	8.157600e-02	8.096600e-02	8.093600e-02	NaN	NaN	NaN	NaN	NaN	NaN	2.434780e-01	1.000000e+00	NaN	NaN	2.215200e+01
190	80	1.989000e+01	1.001700e-01	1.001100e-01	1.006200e-01	NaN	NaN	NaN	NaN	NaN	NaN	3.009000e-01	1.000000e+00	NaN	NaN	1.989000e+01
190	90	1.792400e+01	1.226200e-01	1.217900e-01	1.213700e-01	NaN	NaN	NaN	NaN	NaN	NaN	3.657800e-01	1.000000e+00	NaN	NaN	1.792400e+01
1	10	4.461200e+01	7.953900e-03	7.942900e-03	7.936000e-03	NaN	NaN	NaN	NaN	NaN	NaN	2.383280e-02	1.000000e+00	NaN	NaN	4.461200e+01
1	100	1.618900e+01	1.507800e-01	1.451300e-01	1.439400e-01	NaN	NaN	NaN	NaN	NaN	NaN	4.398500e-01	1.000000e+00	NaN	NaN	1.618900e+01
1	110	1.465000e+01	1.692700e-01	1.692600e-01	1.712700e-01	NaN	NaN	NaN	NaN	NaN	NaN	5.098000e-01	1.000000e+00	NaN	NaN	1.465000e+01
1	120	1.329600e+01	1.980500e-01	1.984100e-01	1.958100e-01	NaN	NaN	NaN	NaN	NaN	NaN	5.922700e-01	1.000000e+00	NaN	NaN	1.329600e+01
1	20	3.941200e+01	1.528200e-02	1.527100e-02	1.523100e-02	NaN	NaN	NaN	NaN	NaN	NaN	4.578400e-02	1.000000e+00	NaN	NaN	3.941200e+01
1	30	3.482300e+01	2.457400e-02	2.454500e-02	2.452800e-02	NaN	NaN	NaN	NaN	NaN	NaN	7.364700e-02	1.000000e+00	NaN	NaN	3.482300e+01
1	40	3.093800e+01	3.596200e-02	3.594400e-02	3.568400e-02	NaN	NaN	NaN	NaN	NaN	NaN	1.075900e-01	1.000000e+00	NaN	NaN	3.093800e+01
