Mh	DMP	CrossSection_fb	~h2->e1,E1,~h1	~h2->e2,E2,~h1	~h2->e3,E3,~h1	~h-->N1,e1,~h1	~h-->N2,e2,~h1	~h-->N3,e3,~h1	~h+->n1,E1,~h1	~h+->n2,E2,~h1	~h+->n3,E3,~h1
160	60	4.552600e+01	NaN	NaN	NaN	9.643300e-05	9.637300e-05	9.591900e-05	9.639000e-05	9.638500e-05	9.598500e-05
160	70	3.715000e+01	NaN	NaN	NaN	2.476700e-04	2.475300e-04	2.467900e-04	2.476700e-04	2.474700e-04	2.470400e-04
160	80	3.074900e+01	NaN	NaN	NaN	8.651700e-04	8.655100e-04	8.638000e-04	8.658200e-04	8.665500e-04	8.642400e-04
160	90	2.575600e+01	NaN	NaN	NaN	8.734000e-03	8.751500e-03	8.737900e-03	8.739200e-03	8.754100e-03	8.723700e-03
170	10	1.634800e+02	NaN	NaN	NaN	1.370100e-08	1.369700e-08	1.174600e-08	1.369800e-08	1.367600e-08	1.175500e-08
170	100	2.178500e+01	NaN	NaN	NaN	2.469600e-02	2.466900e-02	2.464900e-02	2.462700e-02	2.476900e-02	2.464600e-02
170	110	1.865000e+01	NaN	NaN	NaN	4.740800e-02	4.678000e-02	4.680800e-02	4.689300e-02	4.698500e-02	4.695600e-02
170	120	1.605800e+01	NaN	NaN	NaN	7.481300e-02	7.510600e-02	7.558700e-02	7.532800e-02	7.549600e-02	7.528400e-02
170	20	1.207900e+02	NaN	NaN	NaN	3.978900e-07	3.979100e-07	3.827700e-07	3.980100e-07	3.979300e-07	3.827900e-07
170	30	9.198800e+01	NaN	NaN	NaN	2.837000e-06	2.837500e-06	2.789600e-06	2.837700e-06	2.836400e-06	2.789000e-06
170	40	7.123100e+01	NaN	NaN	NaN	1.164000e-05	1.164200e-05	1.153300e-05	1.164900e-05	1.163700e-05	1.152800e-05
170	50	5.648800e+01	NaN	NaN	NaN	3.604700e-05	3.603800e-05	3.585100e-05	3.605700e-05	3.605600e-05	3.582400e-05
170	60	4.551300e+01	NaN	NaN	NaN	9.632800e-05	9.637100e-05	9.596300e-05	9.634300e-05	9.636500e-05	9.593600e-05
170	70	3.716600e+01	NaN	NaN	NaN	2.477000e-04	2.474100e-04	2.467600e-04	2.477800e-04	2.478900e-04	2.470600e-04
170	80	3.076700e+01	NaN	NaN	NaN	8.656600e-04	8.652700e-04	8.639600e-04	8.659200e-04	8.652300e-04	8.646700e-04
170	90	2.575700e+01	NaN	NaN	NaN	8.752500e-03	8.736500e-03	8.728000e-03	8.751200e-03	8.758900e-03	8.749600e-03
180	10	1.635400e+02	NaN	NaN	NaN	1.370400e-08	1.369200e-08	1.175600e-08	1.370100e-08	1.368600e-08	1.175400e-08
180	100	2.177900e+01	NaN	NaN	NaN	2.463600e-02	2.468300e-02	2.473200e-02	2.467700e-02	2.465000e-02	2.470800e-02
180	110	1.866200e+01	NaN	NaN	NaN	4.684600e-02	4.689000e-02	4.673500e-02	4.666100e-02	4.702400e-02	4.691400e-02
180	120	1.606100e+01	NaN	NaN	NaN	7.497300e-02	7.536600e-02	7.482100e-02	7.513100e-02	7.539400e-02	7.512600e-02
180	20	1.207700e+02	NaN	NaN	NaN	3.981600e-07	3.978900e-07	3.828100e-07	3.981900e-07	3.978700e-07	3.825500e-07
180	30	9.202600e+01	NaN	NaN	NaN	2.838200e-06	2.835200e-06	2.788300e-06	2.836000e-06	2.837200e-06	2.787100e-06
180	40	7.128700e+01	NaN	NaN	NaN	1.164200e-05	1.164500e-05	1.152100e-05	1.163900e-05	1.165200e-05	1.152800e-05
180	50	5.653900e+01	NaN	NaN	NaN	3.605800e-05	3.604300e-05	3.578100e-05	3.601400e-05	3.605900e-05	3.578600e-05
180	60	4.541300e+01	NaN	NaN	NaN	9.640300e-05	9.643600e-05	9.600800e-05	9.641200e-05	9.636000e-05	9.596900e-05
180	70	3.724100e+01	NaN	NaN	NaN	2.475300e-04	2.474400e-04	2.470500e-04	2.478500e-04	2.477300e-04	2.469900e-04
180	80	3.076500e+01	NaN	NaN	NaN	8.661100e-04	8.660800e-04	8.643500e-04	8.659100e-04	8.657100e-04	8.642000e-04
180	90	2.576500e+01	NaN	NaN	NaN	8.737500e-03	8.743100e-03	8.719100e-03	8.735500e-03	8.754900e-03	8.737800e-03
190	10	1.633800e+02	NaN	NaN	NaN	1.370600e-08	1.369500e-08	1.176200e-08	1.368800e-08	1.369000e-08	1.175200e-08
190	100	2.178600e+01	NaN	NaN	NaN	2.473400e-02	2.463600e-02	2.473600e-02	2.468300e-02	2.463400e-02	2.471600e-02
190	110	1.864300e+01	NaN	NaN	NaN	4.700700e-02	4.710700e-02	4.676600e-02	4.686300e-02	4.693100e-02	4.693700e-02
190	120	1.609700e+01	NaN	NaN	NaN	7.498800e-02	7.513300e-02	7.468700e-02	7.481100e-02	7.493400e-02	7.523100e-02
190	20	1.207700e+02	NaN	NaN	NaN	3.980100e-07	3.981700e-07	3.828800e-07	3.984000e-07	3.977800e-07	3.827500e-07
190	30	9.187900e+01	NaN	NaN	NaN	2.836700e-06	2.838200e-06	2.790400e-06	2.837100e-06	2.835900e-06	2.789100e-06
190	40	7.136800e+01	NaN	NaN	NaN	1.163200e-05	1.164100e-05	1.151800e-05	1.163500e-05	1.164300e-05	1.152500e-05
190	50	5.646000e+01	NaN	NaN	NaN	3.604200e-05	3.606200e-05	3.583000e-05	3.605800e-05	3.603200e-05	3.583000e-05
190	60	4.547600e+01	NaN	NaN	NaN	9.638200e-05	9.645500e-05	9.598400e-05	9.633700e-05	9.638600e-05	9.599600e-05
190	70	3.711600e+01	NaN	NaN	NaN	2.477600e-04	2.474600e-04	2.470700e-04	2.474000e-04	2.476300e-04	2.469400e-04
190	80	3.077400e+01	NaN	NaN	NaN	8.657700e-04	8.664100e-04	8.648000e-04	8.668000e-04	8.653200e-04	8.644500e-04
190	90	2.574800e+01	NaN	NaN	NaN	8.743000e-03	8.732800e-03	8.730200e-03	8.746000e-03	8.747900e-03	8.760200e-03
1	10	1.634700e+02	NaN	NaN	NaN	1.370100e-08	1.369100e-08	1.175800e-08	1.370000e-08	1.369900e-08	1.175400e-08
1	100	2.179400e+01	NaN	NaN	NaN	2.471300e-02	2.467800e-02	2.467100e-02	2.470800e-02	2.472700e-02	2.459900e-02
1	110	1.866900e+01	NaN	NaN	NaN	4.695200e-02	4.707300e-02	4.695100e-02	4.671300e-02	4.696200e-02	4.700800e-02
1	120	1.609000e+01	NaN	NaN	NaN	7.507000e-02	7.520200e-02	7.549800e-02	7.523000e-02	7.580100e-02	7.510000e-02
1	20	1.208600e+02	NaN	NaN	NaN	3.979700e-07	3.976000e-07	3.829300e-07	3.981300e-07	3.980200e-07	3.828700e-07
1	30	9.199000e+01	NaN	NaN	NaN	2.836500e-06	2.835700e-06	2.791000e-06	2.836500e-06	2.835500e-06	2.788800e-06
1	40	7.131900e+01	NaN	NaN	NaN	1.163200e-05	1.164200e-05	1.152400e-05	1.164000e-05	1.162700e-05	1.153400e-05
1	50	5.652500e+01	NaN	NaN	NaN	3.603800e-05	3.604200e-05	3.582000e-05	3.606600e-05	3.607900e-05	3.581500e-05
1	60	4.552100e+01	NaN	NaN	NaN	9.639300e-05	9.635300e-05	9.596600e-05	9.646400e-05	9.635000e-05	9.596100e-05
1	70	3.713300e+01	NaN	NaN	NaN	2.476100e-04	2.478400e-04	2.470800e-04	2.476900e-04	2.478600e-04	2.467300e-04
1	80	3.075200e+01	NaN	NaN	NaN	8.661600e-04	8.653600e-04	8.641900e-04	8.657900e-04	8.655200e-04	8.642900e-04
1	90	2.580600e+01	NaN	NaN	NaN	8.740300e-03	8.747400e-03	8.731900e-03	8.742100e-03	8.746000e-03	8.730100e-03
